turn_id;utterance;speaker;intents
20;That's it! Bye!;USER;
21;If you need anything else, don't hesitate to ask. Have a good day.;SYSTEM;
0;Im looking for an italian restaurant. I also need it to be near the center of town.;USER;find_restaurant,
1;There are 9 italian restaurants in the center of town. Do you have a particular price range in mind?;SYSTEM;
2;i need a cheap restaurant;USER;find_restaurant,find_hotel,
3;There is Pizza Hut City Centre, Ask, and Zizzi Cambridge, which would you like to book?;SYSTEM;
4;Can you book a table for 7 at Ask? We're looking at 14:00 on Saturday.;USER;book_restaurant,find_hotel,
5;Sorry, there are no tables available at Ask at that time. Would you like to book another day or time, or perhaps another restaurant?;SYSTEM;
6;Can you try 13:00, then?;USER;book_restaurant,
7;13:00 it is. Your table at Ask will be held for 15 minutes, and your reference number is L2KZYL26 . Can I help you with anything else?;SYSTEM;
8;I'm also looking for a hotel;USER;find_hotel,
9;We have 33 different hotels. Did you have a price range or star rating in mind?;SYSTEM;
10;Something in the cheap price range including free parking;USER;book_restaurant,find_hotel,
11;What area would you prefer to stay in? This will help narrow down your options.;SYSTEM;
12;I would like to book a hotel close to our restaurant here in the centre, it will also need to be cheap, and have free parking.;USER;book_restaurant,find_hotel,
13;There are two hotels available. Would you like me to book one for you?;SYSTEM;
14;Yes please. The our group of 7 will all be staying there for 3 nights starting Saturday.;USER;book_restaurant,book_hotel,
15;I've booked you a 3 day stay at the Alexander Bed and Breakfast for 7 people. Do you need anything else?;SYSTEM;
16;Could I have the reference number for that reservation please?;USER;book_hotel,
17;Yes, your reference number is 1JBO1R08 .;SYSTEM;
18;Thank you so much for all of your help. That is all I needed for now. Have a nice day.;USER;
19;Thank you for choosing us to assist you on your travels. Have a good day.;SYSTEM;
0;I am looking for city centre north b and b;USER;find_hotel,
1;I have found the guesthouse you were wanting. Would you like me to book this for you?;SYSTEM;
2;Yes, please book it for 1 person and for 5 nights starting Friday.;USER;book_hotel,
3;Your booking was successful. The reference number is : BE1VD9EH .;SYSTEM;
4;Great, thank you so much.;USER;
5;You are very welcome!;SYSTEM;
0;Hi! I'm planning a trip in Cambridge and I'm looking for a restaurant in the west part of town.;USER;find_restaurant,find_train,
1;There are fourteen restaurants in the west. Is there any kind of food you're looking for?;SYSTEM;
2;how about you suggest one a book a table for 4 on tuesday at 15:45 and I need the reference number too please;USER;book_restaurant,find_train,
3;I was able to book saint johns chop house, reference number is G579W1K0;SYSTEM;
4;Can you please book a train to Cambridge that arrives by 11:30?;USER;book_restaurant,find_train,
5;There are many! What is your departure station, and what day are you traveling?;SYSTEM;
6;The same day as the booking, and I'm coming from birmingham new street.;USER;find_train,
7;TR0254 would leave at 05:40 and arrive by 08:23. Is this too early for you?;SYSTEM;
8;Is there a train that arrives closer to 11:30? If so I just need the id, price, and travel time.;USER;find_train,
9;Yes, TR2761 will arrive by 11:23. The travel time is 163 minutes and it will cost 75.10 pounds. Would you like for me to book it for you?;SYSTEM;
10;Yes, please. Thanks.;USER;book_train,
11;Booked for 1 ticket. Reference number is : S4JY176M .;SYSTEM;
12;I'm also looking for a train going to cambridge by 11:30;USER;book_train,
13;Booked. The total fee is 75.09 GBP payable at the station reference number S4JY176M . Is there anything else I can do for you today?;SYSTEM;
14;That will be all, thanks for your help.;USER;
15;You are very welcome. It has been a pleasure assisting you today. Have a wonderful day. Goodbye.;SYSTEM;
0;I need some time in the sun, can you help me find a park to visit?;USER;find_attraction,
1;Cherry Hinton Water Play is in the east and is free admission.;SYSTEM;
2;Can I get the phone number and address?;USER;find_attraction,
3;Their address is Cherry Hinton Hall, Cherry Hinton Road. The phone number to reach them is 01223446100. Is there any other info you need?;SYSTEM;
4;Yeah, I also need to find a train to hop on for Tuesday.;USER;find_train,
5;Where will you be departing from and traveling to?;SYSTEM;
6;I will be departing from Birmingham New Street and will be traveling to Cambridge.;USER;find_train,
7;What time would you like to leave by or arrive by?;SYSTEM;
8;I would like to arrive by 15:00 in Cambridge.;USER;find_train,
9;TR9708 will arrive in Cambridge by 14:23, would you like to book a ticket?;SYSTEM;
10;No, thank you. What is the price?;USER;find_train,
11;The price for the train that will arrive at 14:23 and leaves at 11:40 is 75.10 pounds. Is there anything I can assist you with?;SYSTEM;
12;No, that was everything I needed, thank you for your help.;USER;
13;Great, glad I could help!;SYSTEM;
0;Hello, I am doing research on plant life in England, and visiting cambridge as part of that, can you give me more info on the cambridge university botanic gardens.;USER;find_attraction,find_train,
1;That sounds like an exciting trip! Cambridge University Botanic Gardens is located in the centre of town on Bateman Street. Its admission fee is 4 pounds.;SYSTEM;
2;That sounds perfect for what I am looking for. Can you tell me what type of attraction that is considered?;USER;find_attraction,
3;There is a beautiful park uniquely decorated with well scented flowers i bet you might have never seen. Do you want to buy an entrance ticket for that?;SYSTEM;
4;Uh...no thanks. Can you help me find a train going to Stevenage?;USER;find_train,
5;Where you will be traveling from and when would you like to leave?;SYSTEM;
6;The train should leave after 09:30. depart from cambridge and should leave on tuesday;USER;find_train,
7;The earliest train after that time is TR6009. It departs at 11:21 and arrives in Stevenage at 12:10. Would that work or do you prefer a later train?;SYSTEM;
8;That sounds fine. How long will the travel time be?;USER;find_train,
9;The travel time is 49 minutes. Would you like a ticket?;SYSTEM;
10;Yes, Please book me a round trip ticket and can you locate a cheap diner.;USER;find_restaurant,
11;What type of food would you like?;SYSTEM;
12;I do not need a ticket booked. I do not need anything else. Thank you.;USER;
13;Are you sure you don't need anything else?;SYSTEM;
14;No that is it. Thank you.;USER;
15;Ok. thank you and goodbye;SYSTEM;
0;I need a Monday train, after 13:30 leaving time please.;USER;find_train,find_hotel,
1;I can help you with that. What day would you like to travel, what is your destination?;SYSTEM;
2;I would like to leave on monday and should leave after 13:30. I want it to go to london liverpoool street.;USER;find_train,find_hotel,
3;Ok Train TR1764 leaves at 13:59 would you like me to book that for you;SYSTEM;
4;Book it for 2 people.;USER;book_train,
5;OK, got your booking. The total fee is 33.2 GBP payable at the station, and the reference number is: Q4MDUZUT . Anything else today?;SYSTEM;
6;Yes, I also need some lodging accommodations. I'd like to find a guesthouse that offers free parking, please.;USER;find_hotel,
7;There are 21 guesthouses in the city that offer free parking. Is there a certain price point or area of the city that you'd prefer?;SYSTEM;
8;I want a moderate price range in the north.;USER;find_hotel,
9;That narrows it down to about 7 places. All of them are 4 stars except one. Might I suggest the Kirkwood House. They have great reviews.;SYSTEM;
10;Let's book that one then! Super excited! Same group of people, same day, 3 nights!;USER;book_hotel,
11;I was able to book at room at the Kirkwood House for you, Ref#Y7GS4CIZ . Is there anything else I can help you with today?;SYSTEM;
12;Nope, that's all I need today - thanks!;USER;
13;Excellent! Enjoy your visit!;SYSTEM;
0;Hi there. Can you help me find a train to Cambridge on Thursday?;USER;find_train,
1;I can. Will you be departing from London Kings Cross?;SYSTEM;
2;No, I'm coming from Ely.;USER;find_train,
3;What time would you like to travel?;SYSTEM;
4;I would like to arrive in Cambridge by 16:15.;USER;find_train,
5;I would recommend the TR7745 train that arrives at 07:52. Would that work?;SYSTEM;
6;I need the travel time for that.;USER;find_train,
7;It is 17 minutes.;SYSTEM;
8;can you see about reservations at the aylesbray lodge guest house;USER;find_hotel,
9;Yes, I can. Will it be for for just 1 night?;SYSTEM;
10;Actually, let's not worry about booking it just now. Can you narrow down where it is for me with the area at postcode?;USER;find_hotel,
11;Sure. It's in the south of town with postcode cb17sr. Can I help you with anything else?;SYSTEM;
12;No, that seems like everything. Go ahead and book it, and we should be done here.;USER;
13;How many nights will you be staying?;SYSTEM;
14;I'm sorry, I'm not ready to book yet. I can do it myself later. Thanks so much for all of your help. Bye.;USER;
15;Sounds good. Thanks for using Cambridge TownInfo centre!;SYSTEM;
0;Hello, I'm trying to find a train that goes from Cambridge to London Kings Cross. Can you help me book a ticket?;USER;find_train,
1;I can help with that. Can you tell me what day you will be traveling?;SYSTEM;
2;I need to leave on Saturday after 18:45.;USER;find_train,find_restaurant,
3;The soonest departure time would be at 19:00 on saturday, is that okay?;SYSTEM;
4;Yes, that's perfect. Can you book that for 8 people?;USER;book_train,
5;You are all booked with reference number 144VDBRM . The cost of 151.04 GBP will be payable at the station. Can I be of further assistance today?;SYSTEM;
6;I'm looking for an expensive place to eat in the centre, what is there that fits that criteria?;USER;find_restaurant,
7;There 33 places that fit your criteria. Do you have a particular cuisine type in mind so that I can narrow the results down?;SYSTEM;
8;It doesn't matter what kind of food. What would you recommend for a large group of 8 people?;USER;find_restaurant,
9;How about don pasquale pizzeria?;SYSTEM;
10;That sounds great. Please book it for 8 on Saturday at 14:15 and get a reference number.;USER;book_restaurant,book_train,
11;Unfortunately, the restaurant doesn't have a table for that time. Can you do it earlier or later?;SYSTEM;
12;How about 13:15?;USER;book_restaurant,
13;Great. That was successful. Your reference number is Q0IJ8U6U .;SYSTEM;
14;Thank you, you've been a great help.;USER;
15;Is there anything else that I could help you with today?;SYSTEM;
