turn_id;speaker;utterance;dialogue_act
5; SYSTEM ; I have 2 Turkish restaurants in the Centre, both are moderately priced. Anatolia and Efes Restaurant, would you like to book at either one of them?;Booking-Inform
6; USER ; Could you tell me more about their locations? Do they offer free parking? How far are each of them from my hotel?;Hotel-Inform
7; SYSTEM ; One is at 30 Bridge Street City Centre, and the other is at King Street City Centre;Restaurant-Inform
8; USER ; Please book the one at 30 Bridge Street. Can you also give me the postcode and phone number?;Restaurant-Request
9; SYSTEM ; That would be the anatolia restaurant. The postcode is cb21uj, phone 01223362372. How many are in your party and what day would you like the reservation?;Booking-Request
10; USER ; I'll be dining Saturday at 7 pm, there are 3 in my party. Also, I need to know if there are any trains leaving Sunday going to Peterborough.;Restaurant-Inform
11; SYSTEM ; Yes, there are plenty of trains leaving Cambridge going to Peterborough. What time would you like to leave or arrive?;Train-Request
12; USER ; I would like to leave after 8:30 on Sunday.;Train-Inform
13; SYSTEM ; Train TR8821 Departs Cambridge at 08:34, the cost is 13.2 pounds. Should I book it for you?;Train-Inform
14; USER ; Real quickly, what is the travel time?;Train-Request
15; SYSTEM ; The travel time is 50 minutes. May I help you with anything else?;Train-Inform
16; USER ; No, that was all the information I needed. Thank you very much.;general-thank
17; SYSTEM ; You are very welcome. I hope you have a wonderful day.;general-welcome
0; USER ; Hello. I'm looking for a moderately priced four star hotel in Cambridge. Can you make some recommendations?;Hotel-Inform
1; SYSTEM ; There are 11 4-star hotels within your price range. Do you need internet and/or parking?;Hotel-Inform
2; USER ; I need internet but not interested in parking;Hotel-Inform
3; SYSTEM ; The acorn guest house may be a great option.;Hotel-Recommend
4; USER ; If there are no hotels, a guesthouse would be fine, I suppose.;Hotel-Inform
5; SYSTEM ; Could you like me to book that for you?;Booking-Inform
6; USER ; Yes please, I need to book for 5 nights starting saturday for one person. Could you please provide me with a reference number after booking?;Hotel-Inform
7; SYSTEM ; I reserved a room for you at the acorn guest house for Saturday. Your reference is GU5QPFQR . Please let me know if I can be of further assistance;Booking-Book
8; USER ; Thanks. I also want to visit a museum.;Attraction-Inform
9; SYSTEM ; What area would you like me to look in?;Attraction-Request
10; USER ; It doesn't matter to me.;Attraction-Request
11; SYSTEM ; Broughton house gallery is a nice museum in the centre and has free admission.;Attraction-Recommend
12; USER ; Sounds nice. Can you book a taxi to get me from the hotel to Broughton House Gallery by 11:45?;Attraction-Inform
13; SYSTEM ; I've reserved a grey tesla departing the guesthouse and arriving at the gallery by 11:45. You can reach the driver at 07025393792. Can I help you find anything else today?;Taxi-Inform
14; USER ; No thanks, that's all I needed. Have a great day!;general-thank
15; SYSTEM ; If you need anything else don't hesitate to ask.;general-bye
0; USER ; Hi, I am looking forward to eat at your local restaurants on my upcoming trip. I have those planned, but could use some help with places to go in town.;Restaurant-Inform
1; SYSTEM ; Do you have any food type, price range, and location preferences?;Restaurant-Request
2; USER ; You know what, I change my mind. Let's look for an attraction for entertainment in the centre of town.;Attraction-Inform
3; SYSTEM ; There are lots of attractions is there anything specific you are looking for?;Attraction-Inform
4; USER ; I am looking for a entertainment please.;Attraction-Inform
5; SYSTEM ; There's nothing matching that criteria. Do you want to search in a different area?;Attraction-NoOffer
6; USER ; No. I'm thinking it may be nice to visit a college. Can you please recommend one of those?;Attraction-Inform
7; SYSTEM ; There are 5. I recommend Downing College.;Attraction-Inform
8; USER ; How far away is it from the All saints Church ?;Attraction-Inform
9; SYSTEM ; All Saints is in the center of town at Jesus Lane.;Attraction-Inform
10; USER ; I would like the address, postcode and entrance fee.;Attraction-Request
11; SYSTEM ; Sure, it is free and it is located at Jesus Lane, postcode cb58bs.;Attraction-Inform
12; USER ; thanks. now lets try for a restaurant again. i am looking for something cheap that serves asian oriental in the centre.;Restaurant-Inform
13; SYSTEM ; j restaurant is my favorite. can i book for you?;Booking-Inform
14; USER ; book for 3 people at 19:00 on sunday;Restaurant-Inform
15; SYSTEM ; You have a table reserved at J restaurant on Sunday for a party of 3. Your reference is Y1TZ0I81 . Is there anything else I can help you with today?;Booking-Book
16; USER ; Can you also arrange for a taxi for me?;Taxi-Inform
17; SYSTEM ; Yes, what two places do you need to travel between?;Taxi-Request
18; USER ; The hotel and the restaurant.;Taxi-Inform
19; SYSTEM ; I have reserved a white volkswagen. The contact number is 07072342612. Would you like anything else?;Taxi-Inform
20; USER ; That's all thanks.;general-thank
21; SYSTEM ; Okay. thanks for calling.;general-bye
0; USER ; Can you find me a theatre?;Attraction-Inform
1; SYSTEM ; Would you like the mumford theatre?;Attraction-Recommend
2; USER ; Yes and I need to know the entrance fee, address, and phone number;Attraction-Request
3; SYSTEM ; The fee is not listed but the address is anglia ruskin enterprise, east road and the phone number is 08451962320. Can I help you with anything else?;Attraction-Inform
4; USER ; I am also looking for a French restaurant in the expensive range.;Restaurant-Inform
5; SYSTEM ; I have two excellent options. Cote is in the centre of town, would you like me to reserve you a table?;Booking-Inform
6; USER ; I am not sure how many people will be coming, so I will do that later. But can you provide me with their postcode and phone number?;Attraction-Request
7; SYSTEM ; Absolutely. Their postcode is cb21uf and they can be reached at 01223311053. Would you also like me to find you an attraction nearby?;Attraction-Inform
8; USER ; No, that's everything I needed today. Thank you!;general-thank
9; SYSTEM ; Ok, thank you for calling. Goodbye.;general-bye
0; USER ; Need a train to cambridge leaving after 11:45.;Train-Inform
1; SYSTEM ; We have quite a few trains available. What day are you wanting to travel on?;Train-Inform
2; USER ; I would be leaving on Wednesday. I would be leaving from London Kings Cross.;Train-Inform
3; SYSTEM ; A train is departing London Kings Cross at 13:17 to Cambridge. A train will depart every two hours after that time. Would you like to book a train?;Train-Inform
4; USER ; Yes I would like to book for 2 people.;Train-Inform
5; SYSTEM ; I have booked your train. Your reference number is 9V6DOMNZ and the fee of 47.2 is payable at the station. Can I help with anything else?;Train-OfferBooked
6; USER ; I would really love to have some chinese food while I am in town.;Restaurant-Inform
7; SYSTEM ; We have lots of Chinese Restaurants in town. Is there a particular area of town you would like to dine in?;Restaurant-Inform
8; USER ; I would prefer the south if there is anything available there.;Restaurant-Inform
9; SYSTEM ; the lucky star is a cheap chinese restaurant. There are two expensive chinese restaurants as well.;Restaurant-Inform
10; USER ; Let's go with Lucky Star please. What is the phone number?;Restaurant-Inform
11; SYSTEM ; The phone number for the lucky star is 01223244277. Is there anything else I can help you with?;Restaurant-Inform
12; USER ; No. That's all for now. Thanks for all your help. Bye!;general-bye
13; SYSTEM ; Enjoy your visit. Thank you for contacting Cambridge TownInfo Centre. Good bye.;general-bye
0; USER ; I am looking to plan a trip I am looking to book some tickets at a place called Abbey pool and astroturf pitch.;Attraction-Inform
1; SYSTEM ; Abbey pool and astroturf swimming pool east 12239020888 is free to get in there is not tickets for this;Attraction-Inform
2; USER ; What is the address?;Attraction-Request
3; SYSTEM ; The address is pool way, whitehill road, off newmarket road.;Attraction-Inform
4; USER ; Alright thanks for that. Can you help me find a train departing from cambridge on monday?;Train-Inform
5; SYSTEM ; Sure, there are 202 entries. Where would your destination be?;Train-Inform
6; USER ; Sure I want to go to london kings cross and would like to arrive by 19:45.;Train-Inform
7; SYSTEM ; There is a train that arrives at 17:51 the closest before that is a train that arrives at 15:51. Which one would you like?;Train-Inform
8; USER ; I would like the 17:51 train please.;Train-Inform
9; SYSTEM ; Would you like me to go ahead and book a ticket for you?;Train-OfferBook
10; USER ; Yes, please. Could you give me the total travel time and train ID for my records?;Train-Request
11; SYSTEM ; Alright, I have you booked on the TR7786. Reference number is : WA4BZ1MR . The duration of the trip will be 51 minutes. Anything else?;Train-OfferBooked
12; USER ; What is my departure time?;Train-Request
13; SYSTEM ; Your departure time is 17:00.;Train-Inform
14; USER ; Thanks! That's all I needed. Goodbye!;general-bye
15; SYSTEM ; You're welcome. The tickets are 23.60 pounds each. Let me know if there's anything else you need. Enjoy your trip.;Train-Inform
0; USER ; I am looking for a place serving Indian food in the moderate price range;Restaurant-Inform
1; SYSTEM ; I've head the Curry Prince is fantastic.. What area are you looking for?;Restaurant-Recommend
2; USER ; The area does not matter. The Curry Prince sounds good. Please book a table for 7 people at 19:30 on Tuesday.;Restaurant-Inform
3; SYSTEM ; Ok I have a table booked for 7 at 19:30 on Tuesday. Your reference number is RPWOWDOO .;Booking-Book
4; USER ; Okay thank you. That will be all.;general-thank
5; SYSTEM ; You're welcome, enjoy your meal.;general-bye
0; USER ; I'm trying to get some information on the thanh binh restaurant please;Restaurant-Inform
1; SYSTEM ; That is a great inexpensive Vietnamese place in the West. Would you like their phone number?;Restaurant-Inform
2; USER ; i need a address and the area please ?;Restaurant-Request
3; SYSTEM ; They are located on the west side and their address is 17 Magdalene Street City Centre. Is there anything else I can help you with?;Restaurant-Inform
4; USER ; I also need a train departing cambridge on thursday;Train-Inform
5; SYSTEM ; I can look that up. Where are you headed out of Cambridge?;Train-Request
6; USER ; I'm heading into Norwich. I'd like to leave after 10:30, if possible.;Train-Inform
7; SYSTEM ; The TR779 meets your criteria. Would you like to make a booking?;Train-Inform
8; USER ; I sure would. I need 8 seats please.;Train-Inform
9; SYSTEM ; I booked you 8 ticket on TR7779. Your reference number is MIKBIIZU . Can I help you with anything else?;Train-OfferBooked
10; USER ; That is all , thank you.;general-thank
11; SYSTEM ; Thank you, enjoy your visit.;general-bye
0; USER ; I am interested in booking a train to cambridge for next tuesday.;Train-Inform
1; SYSTEM ; There are several trains departing for Cambridge on Tuesday. One train departs every hour starting at 06:08;Train-Inform
